name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url,open_min,close_min,hours_note,closed_rule,needs_review,hours_source_url,hours_raw_text,hours_verified,llm_confidence,llm_note
はちもり,秋田県,秋田県八峰町八森字乙の水72-4,9:00～18:00 （冬季9:00～17:00）　＜休　12/30～1/2＞,,40.42156,139.94886,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AF%E3%81%A1%E3%82%82%E3%82%8A,540,1080,9:00 - 18:00 / （冬期 9:00 - 17:00）,12/30-01/02,1,https://www.michi-no-eki.jp/stations/views/18973,9:00～18:00 （冬季9:00～17:00）　＜休　12/30～1/2＞,0,0.95,冬季は17:00まで
ひない,秋田県,秋田県大館市比内町扇田字新大堤下93-11,9:00～20:00〔施設により異なる〕　＜休　12/31～1/2、レストランは毎週月曜日＞,,40.21933,140.58522,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B2%E3%81%AA%E3%81%84,540,1200,,"December 31 - January 2, Every Monday (Restaurant)",1,https://www.michi-no-eki.jp/stations/views/18989,9:00～20:00〔施設により異なる〕　＜休　12/31～1/2、レストランは毎週月曜日＞,0,0.8,Facilities may have varying hours.
ふたつい,秋田県,秋田県能代市二ツ井町小繋字泉51（移転後） / 二ツ井町小繋字中島109-10（移転前）,9:00～18:00　＜休　1/1～1/2＞,,40.21847,140.26089,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%81%9F%E3%81%A4%E3%81%84,540,1080,,1/1～1/2,1,https://www.michi-no-eki.jp/stations/views/18970,9:00～18:00　＜休　1/1～1/2＞,0,0.95,4月の営業時間を最優先
みねはま,秋田県,秋田県八峰町峰浜沼田字ホンコ谷地147,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31～1/3＞,,40.26439,140.02811,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%AD%E3%81%AF%E3%81%BE,540,1080,9:00 - 18:00（3月 - 12月） / 9:00 - 17:00（1月 - 2月）,12/31-01/03,1,https://www.michi-no-eki.jp/stations/views/18985,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31～1/3＞,0,0.8,冬期営業時間短縮あり
やたて峠,秋田県,秋田県大館市長走字陣場311,7:00～21:00,,40.42092,140.62489,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%81%9F%E3%81%A6%E5%B3%A0,420,1260,,,1,https://www.michi-no-eki.jp/stations/views/18972,7:00～21:00,0,0.9,通常の営業時間。
五城目,秋田県,秋田県五城目町富津内下山内字上広ヶ野76-1,◇物産館 9:00～18:00(12月～3月 17:00)　◇レストラン 11:00～15:30　◇軽食 9:00～18:00(12月～3月17:00),,39.94703,140.14394,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BA%94%E5%9F%8E%E7%9B%AE,540,1080,9:00 - 18:00 / 9:00 - 17:00（11月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/18990,◇物産館 9:00～18:00(12月～3月 17:00)　◇レストラン 11:00～15:30　◇軽食 9:00～18:00(12月～3月17:00),0,0.9,物産館と軽食の営業時間。レストランは11:00～15:30
十和田湖,秋田県,秋田県小坂町十和田湖字生出1番地2,|都道府県名 = 秋田県,,40.417811,140.857539,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8D%81%E5%92%8C%E7%94%B0%E6%B9%96,540,1020,|都道府県名 = 秋田県,,1,,,1,,
十文字,秋田県,秋田県横手市十文字町字海道下21番地4,9:00～18:00≪元日は休業・催事等で時間変更あり≫,,39.22614,140.5215,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8D%81%E6%96%87%E5%AD%97,540,1080,9:00 - 18:00（元日は休業）,"New Year's Day, events",1,https://www.michi-no-eki.jp/stations/views/18994,9:00～18:00≪元日は休業・催事等で時間変更あり≫,0,0.9,Operating hours may change on New Year's Day and during events.
協和,秋田県,秋田県大仙市協和荒川字新田表15-2,9:00～18:00 （冬期9:00～17:00）※諸般の事情により時間短縮営業を行う場合があります。事前に確認をお願い致します。,,39.61883,140.36253,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8D%94%E5%92%8C,540,1080,9:00 - 19:00 / 9:00 - 17:00（11月 - 4月）{{Cite web |title=道の駅協和 Ｒ6年11月1日~ 冬期営業時間に変更となっております |url= |website=kyowasnow.net |access-date=2024-11-27}},,1,https://www.michi-no-eki.jp/stations/views/18993,9:00～18:00 （冬期9:00～17:00）※諸般の事情により時間短縮営業を行う場合があります。事前に確認をお願い致します。,0,0.8,冬季は17:00まで。時間短縮営業の可能性あり。
大館能代空港,秋田県,秋田県,7:45～19:00,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E9%A4%A8%E8%83%BD%E4%BB%A3%E7%A9%BA%E6%B8%AF,465,1140,,,1,https://www.michi-no-eki.jp/stations/views/18998,7:45～19:00,0,0.95,通常の営業時間。
岩城,秋田県,秋田県由利本荘市岩城内道川字新鶴潟192-43,9:00～18:30（4月～10月）、9:00～18:00（11月～3月）〔施設により異なる〕、温泉9:00～21:00,,39.54283,140.05294,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B2%A9%E5%9F%8E,540,1110,9:00 - 21:00 / （冬季 9:00 - 20:00）,,1,https://www.michi-no-eki.jp/stations/views/18983,9:00～18:30（4月～10月）、9:00～18:00（11月～3月）〔施設により異なる〕、温泉9:00～21:00,0,0.9,4月～10月は9:00～18:30。施設により異なる。
東由利,秋田県,秋田県由利本荘市東由利老方字畑田28,13:00～20:00〔休館日　毎週月・火曜日〕祭日の時は翌日,,39.30158,140.28506,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9D%B1%E7%94%B1%E5%88%A9,780,1200,,"Monday, Tuesday, Holidays",1,https://www.michi-no-eki.jp/stations/views/18977,13:00～20:00〔休館日　毎週月・火曜日〕祭日の時は翌日,0,0.95,Closed on Mondays and Tuesdays. Holidays observed the following day.
清水の里・鳥海郷,秋田県,秋田県由利本荘市鳥海町上笹子字堺台100,8:30～18:00　＜休　12/31～1/2＞,,39.1095,140.29122,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B8%85%E6%B0%B4%E3%81%AE%E9%87%8C%E3%83%BB%E9%B3%A5%E6%B5%B7%E9%83%B7,510,1080,,12/31-01/02,1,https://www.michi-no-eki.jp/stations/views/18991,8:30～18:00　＜休　12/31～1/2＞,0,0.95,4月は8:30～18:00営業。年末年始休業。
美郷,秋田県,秋田県美郷町金沢字下舘124,9:00～19:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,,39.3795,140.56753,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%BE%8E%E9%83%B7,540,1140,,1/1,1,https://www.michi-no-eki.jp/stations/views/18992,9:00～19:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,0,0.8,冬期営業時間短縮あり
象潟,秋田県,秋田県にかほ市象潟町字大塩越73-1,9:00～21:00＜休　12月～3月の第3月曜日＞,,39.22013889,139.90019444,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%B1%A1%E6%BD%9F,540,1260,,"December to March, third Monday of the month",1,https://www.michi-no-eki.jp/stations/views/18979,9:00～21:00＜休　12月～3月の第3月曜日＞,0,0.95,"Normal hours, closed on specific Mondays."
あさひまち,山形県,山形県朝日町大字和合字北又2724,9:00～18:00〔施設により異なる〕※現在短縮営業～17:00　（冬季は9:00～17:00）,,38.32733,140.16911,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%95%E3%81%B2%E3%81%BE%E3%81%A1,540,1020,9:00 - 18:00 / 9:00 - 17:00（12月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/19823,9:00～18:00〔施設により異なる〕※現在短縮営業～17:00　（冬季は9:00～17:00）,0,0.8,現在短縮営業中。施設により営業時間は異なる。
あつみ,山形県,山形県鶴岡市早田字戸ノ浦606,8:00～18:00（冬季は8:30～17:30）　＜休　毎月最終水曜日（7・8月を除く）、12/31～1/1＞,,38.58042,139.55819,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%A4%E3%81%BF,480,1080,8:30 - 17:30 / 8:00 - 18:00（5月 - 8月）,"毎月最終水曜日 (7・8月を除く), 12/31～1/1",1,https://www.michi-no-eki.jp/stations/views/19002,8:00～18:00（冬季は8:30～17:30）　＜休　毎月最終水曜日（7・8月を除く）、12/31～1/1＞,0,0.9,冬季は8:30～17:30
いいで,山形県,山形県飯豊町大字松原1898番地[https://www.town.iide.yamagata.jp/reiki_int/reiki_honbun/c433RG00000418.html 飯豊町観光物産館の設置及び管理に関する条例],9:00～18:00（12～3月は10:00～17:00）　＜休　12/31～1/1・12月～3月の第二水曜・第四水曜（変更の可能性あり）＞,,38.02608,139.99467,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%84%E3%81%84%E3%81%A7,540,1080,,"December 31 - January 1, Second and Fourth Wednesdays of December - March (subject to change)",1,https://www.michi-no-eki.jp/stations/views/19004,9:00～18:00（12～3月は10:00～17:00）　＜休　12/31～1/1・12月～3月の第二水曜・第四水曜（変更の可能性あり）＞,0,0.9,December - March hours are 10:00 - 17:00
おおえ,山形県,山形県大江町大字藤田218-1,9:00～18:00　＜休　12/31～1/1＞,,38.36772,140.21328,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%88,540,1080,9:00 - 18:00 / 9:00 - 17:30（11月 - 3月）,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/19010,9:00～18:00　＜休　12/31～1/1＞,0,0.95,4月の営業時間を優先。年末年始休業
しょうない,山形県,山形県庄内町狩川字外北割97番地1,9:30～18:00≪冬期・営業時間短縮あり≫　＜休　年末年始＞,,38.7944,139.9853,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%82%87%E3%81%86%E3%81%AA%E3%81%84,570,1080,,年末年始,1,https://www.michi-no-eki.jp/stations/views/19861,9:30～18:00≪冬期・営業時間短縮あり≫　＜休　年末年始＞,0,0.8,冬期・営業時間短縮あり
たかはた,山形県,山形県高畠町大字安久津2072-1,9:00～17:30≪冬期・営業時間短縮あり≫,,38.00675,140.21744,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%8B%E3%81%AF%E3%81%9F,540,1050,,,1,https://www.michi-no-eki.jp/stations/views/19012,9:00～17:30≪冬期・営業時間短縮あり≫,0,0.8,冬期・営業時間短縮あり
とざわ,山形県,山形県戸沢村大字蔵岡字黒渕3704-12,9:00～17:30〔施設により異なる〕,,38.72883,140.16181,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A8%E3%81%96%E3%82%8F,540,1050,,,1,https://www.michi-no-eki.jp/stations/views/19006,9:00～17:30〔施設により異なる〕,0,0.8,施設により異なる
にしかわ,山形県,山形県西川町大字水沢2304,9:00〜17:00　＜休　年末年始＞,,38.43608,140.09922,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AB%E3%81%97%E3%81%8B%E3%82%8F,540,1020,,年末年始,1,https://www.michi-no-eki.jp/stations/views/19003,9:00〜17:00　＜休　年末年始＞,0,0.95,4月は9:00～17:00営業。年末年始休業。
むらやま,山形県,山形県村山市大字楯岡7635-1,9:00～17:00（季節変更あり）,,38.48714,140.38236,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%80%E3%82%89%E3%82%84%E3%81%BE,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/19005,9:00～17:00（季節変更あり）,0,0.9,季節変更あり
もがみ,山形県,山形県最上町大字志茂字柳ノ原1469番地50,9時から17時,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%82%E3%81%8C%E3%81%BF,540,1020,|郵便番号 = 999-6212,,1,https://www.michi-no-eki.jp/stations/views/22267,9時から17時,0,0.9,営業時間情報のみ記載
やまがた蔵王,山形県,山形県山形市表蔵王79番地1,9:00～17:30,,38.18961,140.31203,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%81%BE%E3%81%8C%E3%81%9F%E8%94%B5%E7%8E%8B,540,1050,|郵便番号 = 990-2307,,1,https://www.michi-no-eki.jp/stations/views/22266,9:00～17:30,0,1.0,通常の営業時間
天童温泉,山形県,山形県天童市大字貫津字鍬ノ町2551,9:00～18:00,,38.3545,140.38714,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A9%E7%AB%A5%E6%B8%A9%E6%B3%89,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19013,9:00～18:00,0,1.0,営業時間情報のみ記載
寒河江,山形県,山形県寒河江市大字八鍬字川原919-8,9:00～18:00≪冬期・営業時間短縮あり≫,,38.3989,140.2711,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AF%92%E6%B2%B3%E6%B1%9F,540,1080,9:00 - 18:00 / 9:00 - 17:30（10月 - 5月）,,1,https://www.michi-no-eki.jp/stations/views/19001,9:00～18:00≪冬期・営業時間短縮あり≫,0,0.8,冬期営業時間の短縮あり
尾花沢,山形県,山形県尾花沢市大字芦沢1195番地1,9:00～18:00　＜休　1/1＞,,38.65686,140.36358,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%BE%E8%8A%B1%E6%B2%A2,540,1080,,1/1,1,https://www.michi-no-eki.jp/stations/views/19014,9:00～18:00　＜休　1/1＞,0,0.95,4月は9:00～18:00営業。1/1休
川のみなと長井,山形県,山形県長井市東町2番50号,9:00〜18:00〔施設により異なる〕,,38.10906,140.04381,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B7%9D%E3%81%AE%E3%81%BF%E3%81%AA%E3%81%A8%E9%95%B7%E4%BA%95,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19878,9:00〜18:00〔施設により異なる〕,0,0.8,施設により異なる
庄内みかわ,山形県,山形県三川町大字横山字堤172-1,9:00～16:00　＜休　12/31午後～1/3＞,,38.78203,139.84689,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%BA%84%E5%86%85%E3%81%BF%E3%81%8B%E3%82%8F,540,960,,12/31午後～1/3,1,https://www.michi-no-eki.jp/stations/views/19011,9:00～16:00　＜休　12/31午後～1/3＞,0,0.95,4月は9:00～16:00。
新庄エコロジーガーデン原蚕の杜,山形県,山形県新庄市五日町字一本柳1140-1,9:00-17:00,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%96%B0%E5%BA%84%E3%82%A8%E3%82%B3%E3%83%AD%E3%82%B8%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E5%8E%9F%E8%9A%95%E3%81%AE%E6%9D%9C,540,1020,|郵便番号 = 996-0001,,1,https://www.michi-no-eki.jp/stations/views/22685,9:00-17:00,0,1.0,営業時間情報のみ
月山,山形県,山形県鶴岡市越中山字名平3-1,9:00～17:00　＜休　12～3月の第4月曜日＞,,38.58706,139.87444,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9C%88%E5%B1%B1,540,1020,,12月～3月の第4月曜日,1,https://www.michi-no-eki.jp/stations/views/18999,9:00～17:00　＜休　12～3月の第4月曜日＞,0,0.9,4月以外は定休日あり。
河北,山形県,山形県河北町谷地字真木335-1,9:00～17:00,,38.41303,140.32847,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B2%B3%E5%8C%97,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/19000,9:00～17:00,0,1.0,通常の営業時間
田沢,山形県,山形県米沢市大字入田沢573-19,9:00～18:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,,37.87764,139.98419,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%94%B0%E6%B2%A2,540,1080,9:00 - 18:00 / 9:00 - 17:00（12月 - 2月）,01/01,1,https://www.michi-no-eki.jp/stations/views/19008,9:00～18:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,0,0.8,冬期営業時間短縮あり
白い森おぐに,山形県,山形県小国町大字小国小坂町616-1,売店 白い森のくまさん・ぶな茶屋軽食コーナー9:00～17:00　お母さん食堂あいあい11：30～14：00　＜休　1/1＞(あいあいのみ毎週火曜定休）,,38.07244,139.73092,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%99%BD%E3%81%84%E6%A3%AE%E3%81%8A%E3%81%90%E3%81%AB,540,1020,,毎週火曜日,1,https://www.michi-no-eki.jp/stations/views/19009,売店 白い森のくまさん・ぶな茶屋軽食コーナー9:00～17:00　お母さん食堂あいあい11：30～14：00　＜休　1/1＞(あいあいのみ毎週火曜定休）,0,0.9,白い森のくまさん・ぶな茶屋軽食コーナーの営業時間。お母さん食堂あいあいは11:30～14:00、毎週火曜日休業。
白鷹ヤナ公園,山形県,山形県白鷹町大字下山661-1,10:00～18:00≪冬期・営業時間短縮あり≫　＜休　毎週水曜日＞,,38.21811,140.09731,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%99%BD%E9%B7%B9%E3%83%A4%E3%83%8A%E5%85%AC%E5%9C%92,600,1080,,Wednesday,1,https://www.michi-no-eki.jp/stations/views/19015,10:00～18:00≪冬期・営業時間短縮あり≫　＜休　毎週水曜日＞,0,0.8,Winter hours apply; Wednesday closure.
米沢,山形県,山形県米沢市大字川井1039番地の1,トイレ、道路情報コーナー、無料休憩所は24時間ご利用いただけます。 お土産コーナー：9時～18時 フードコート：10時～18時 セブンイレブン：7時～21時 米沢牛レストラン牛毘亭：10時～18時(※予約の際は21:00まで可),,37.9225,140.1372,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%B1%B3%E6%B2%A2,540,1080,|郵便番号 = 992-0117,,1,https://www.michi-no-eki.jp/stations/views/19902,トイレ、道路情報コーナー、無料休憩所は24時間ご利用いただけます。 お土産コーナー：9時～18時 フードコート：10時～18時 セブンイレブン：7時～21時 米沢牛レストラン牛毘亭：10時～18時(※予約の際は21:00まで可),1,1.0,24時間利用可能
鳥海,山形県,山形県遊佐町大字菅里字菅野308-1,9:00～18:00（3月～10月）、9:00～17:00（11～2月）　＜ 休   1/1 ＞,,39.06031,139.87564,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%B3%A5%E6%B5%B7,540,1080,,1/1,1,https://www.michi-no-eki.jp/stations/views/19007,9:00～18:00（3月～10月）、9:00～17:00（11～2月）　＜ 休   1/1 ＞,0,0.95,4月は3月～10月と同様の営業時間。
あいづ 湯川・会津坂下,福島県,福島県湯川村大字佐野目字五丁ノ目78番地1,9:00 - 19:00,,37.5569,139.8631,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%84%E3%81%A5_%E6%B9%AF%E5%B7%9D%E3%83%BB%E4%BC%9A%E6%B4%A5%E5%9D%82%E4%B8%8B,540,1140,,,1,,,,,
いわき・ら・ら・ミュウ,福島県,福島県,,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%84%E3%82%8F%E3%81%8D%E3%83%BB%E3%82%89%E3%83%BB%E3%82%89%E3%83%BB%E3%83%9F%E3%83%A5%E3%82%A6,540,1080,,,1,,,1,,
からむし織の里しょうわ,福島県,福島県昭和村大字佐倉字上ノ原1番地,9:00～17:00　＜休　12/29～1/3＞,,37.32544,139.63014,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%82%89%E3%82%80%E3%81%97%E7%B9%94%E3%81%AE%E9%87%8C%E3%81%97%E3%82%87%E3%81%86%E3%82%8F,540,1020,|都道府県名 = 福島県,12/29～1/3,1,https://www.michi-no-eki.jp/stations/views/19043,9:00～17:00　＜休　12/29～1/3＞,0,0.9,4月は9:00～17:00。
きらら289,福島県,福島県南会津町山口字橋尻1番地,10:00～20:00（火曜日は10:00～14:00）,,37.22197,139.54261,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8D%E3%82%89%E3%82%89289,600,1200,|都道府県名 = 福島県,Tuesday,1,https://www.michi-no-eki.jp/stations/views/19039,10:00～20:00（火曜日は10:00～14:00）,0,0.95,Tuesday closed early at 14:00
さくらの郷,福島県,福島県二本松市東新殿字平石田12-2,9:00～17:00　＜休　年始＞,,37.53461,140.59022,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%95%E3%81%8F%E3%82%89%E3%81%AE%E9%83%B7,540,1020,,年始,1,https://www.michi-no-eki.jp/stations/views/19041,9:00～17:00　＜休　年始＞,0,0.9,年始休業
しもごう,福島県,福島県下郷町大字南倉沢字木賊844-1882,8:00～18:00（4月～11月）、8:00～17:00（12月～3月）＜休　12/31～1/1＞,,37.20353,139.91608,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%82%82%E3%81%94%E3%81%86,480,1080,8:00 - 18:00（4月 - 11月） / 9:00 - 17:00（12月 - 3月）,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/19032,8:00～18:00（4月～11月）、8:00～17:00（12月～3月）＜休　12/31～1/1＞,0,0.95,4月～11月は18時閉鎖。12月～3月は17時閉鎖。
そうま,福島県,福島県相馬市日下石字金谷74-1,9:30～18:00,,37.76103,140.948,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9D%E3%81%86%E3%81%BE,570,1080,,,1,https://www.michi-no-eki.jp/stations/views/19023,9:30～18:00,0,1.0,None
たじま,福島県,福島県南会津町糸沢字男鹿沼原3242-6,7:00～19:00（12月～3月は7:00～18:00まで）,,37.08642,139.72764,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%98%E3%81%BE,420,1140,,,1,https://www.michi-no-eki.jp/stations/views/19018,7:00～19:00（12月～3月は7:00～18:00まで）,0,0.9,12月～3月は18:00まで
たまかわ,福島県,福島県玉川村大字岩法寺字宮ノ前140-2,8:30～18:00,,37.22264,140.41861,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%BE%E3%81%8B%E3%82%8F,510,1080,8:00 - 19:00 / （冬季は18:00まで）,,1,https://www.michi-no-eki.jp/stations/views/19029,8:30～18:00,0,0.95,記載なし
つちゆ,福島県,福島県福島市松川町水原字南沢41-2,9:00～18:00≪冬期・営業時間短縮あり≫,,37.65508,140.33428,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A4%E3%81%A1%E3%82%86,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19016,9:00～18:00≪冬期・営業時間短縮あり≫,0,0.8,冬期短縮営業あり
なみえ,福島県,福島県浪江町大字幾世橋字知命寺60［とうほく駅散歩］道の駅なみえ（福島県浪江町）新鮮魚介 復興のシンボル『読売新聞』東京夕刊2025年1月7日2面,10：00〜18：00,,37.49628,141.00028,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%BF%E3%81%88,600,1080,,,1,https://www.michi-no-eki.jp/stations/views/19945,10：00〜18：00,0,1.0,4月の営業時間
ならは,福島県,福島県楢葉町大字山田岡字大堤入22-1,売店施設9：00～18：00　　　　　　　　温泉施設10：00～21：00　　　　　　　　フードコート11：00～20：00,,37.24986,140.99767,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%82%89%E3%81%AF,540,1260,,,1,https://www.michi-no-eki.jp/stations/views/19022,売店施設9：00～18：00　　　　　　　　温泉施設10：00～21：00　　　　　　　　フードコート11：00～20：00,0,0.8,売店、温泉、フードコートの営業時間。
にしあいづ,福島県,福島県西会津町野沢字下條乙1969-26,9:00～19:00　＜休　1/1＞                                     9:00～18:00（12/1～3/15）,,37.58580556,139.64255556,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AB%E3%81%97%E3%81%82%E3%81%84%E3%81%A5,540,1140,9:00 - 19:00 / 9:00 - 18:00（冬期）,1/1,1,https://www.michi-no-eki.jp/stations/views/19027,9:00～19:00　＜休　1/1＞                                     9:00～18:00（12/1～3/15）,0,0.9,12/1～3/15は18:00まで
はなわ,福島県,福島県塙町大字塙字桜木町388-1,9:00～18:00　＜休　1/1、1/2＞,,36.95072,140.41461,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AF%E3%81%AA%E3%82%8F,540,1080,,"1/1, 1/2",1,https://www.michi-no-eki.jp/stations/views/19024,9:00～18:00　＜休　1/1、1/2＞,0,0.9,"4月は9:00～18:00営業。1/1, 1/2休。"
ばんだい,福島県,福島県磐梯町大字磐梯字十王堂38番地,9:00～18:00（2021.12.1～）　〔コーナーにより異なる〕,,37.56278,139.98669,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B0%E3%82%93%E3%81%A0%E3%81%84,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19035,9:00～18:00（2021.12.1～）　〔コーナーにより異なる〕,0,0.8,コーナーにより異なる
ひらた,福島県,福島県平田村大字上蓬田字横森後160,9:30～18:00　＜休　1/1＞,,37.2505,140.56,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B2%E3%82%89%E3%81%9F,570,1080,,1/1,1,https://www.michi-no-eki.jp/stations/views/19033,9:30～18:00　＜休　1/1＞,0,0.9,記載の営業時間から判断
ふくしま,福島県,福島県福島市大笹生字月崎1-1,9:00～18:00〔施設・季節により異なる〕＜無休＞冬季営業時間有：詳細は道の駅ふくしまHPへ,,37.80403,140.41056,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%81%8F%E3%81%97%E3%81%BE,540,1080,,none,1,https://www.michi-no-eki.jp/stations/views/19971,9:00～18:00〔施設・季節により異なる〕＜無休＞冬季営業時間有：詳細は道の駅ふくしまHPへ,0,0.8,施設・季節により異なる。冬季営業時間有。詳細は道の駅ふくしまHPへ。
ふくしま東和,福島県,福島県二本松市太田字下田2-3,9:00～17:00 ＜休 12/31・1/1・1/2＞,,37.56989,140.57742,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%81%8F%E3%81%97%E3%81%BE%E6%9D%B1%E5%92%8C,540,1020,,"12/31, 01/01, 01/02",1,https://www.michi-no-eki.jp/stations/views/19026,9:00～17:00 ＜休 12/31・1/1・1/2＞,0,0.95,4月は9:00～17:00。
